2587	5165	5
2587	7026	3
2587	8009	2
2587	8857	1
2587	9086	2
2587	9103	1
2587	9473	7
2587	9562	3
2587	11075	1
2587	11271	3
2587	12281	1
2587	13385	4
2588	3377	1
2588	3786	1
2588	8713	1
2588	10591	1
2589	3075	4
2589	3498	3
2589	4530	1
2589	9462	3
2589	12563	1
2607	2819	1
2607	3575	1
2607	5218	2
2607	5468	1
2607	8050	2
2607	9761	3
2607	10294	2
2607	13191	2
2631	6111	1
2631	6269	1
2631	9473	2
2631	13385	2
2648	2677	1
2648	2863	1
2648	3289	1
2648	4989	1
2648	7965	2
2648	12348	2
2648	12877	3
2677	2863	1
2677	7227	2
2677	11465	1
2677	12348	2
2677	12877	3
2677	12980	2
2748	5326	2
2748	6382	1
2748	6514	1
2748	7376	1
2748	9358	2
2748	10790	2
2748	10889	1
2748	12877	4
2808	3246	3
2808	3379	1
2808	4120	2
2808	4831	5
2808	8857	2
2808	9302	2
2808	9602	1
2808	11075	2
2808	12281	3
2809	3462	1
2809	10719	1
2819	6569	2
2819	13191	1
2831	7367	1
2831	11197	2
2831	11981	2
2831	13362	2
2863	12348	1
2863	12877	1
2863	13521	2
2873	4331	1
2873	9733	3
2873	10862	2
2874	3418	4
2874	6529	1
2880	3564	3
2880	3657	6
2880	3708	2
2880	3922	1
2880	4126	2
2880	4683	3
2880	5360	2
2880	5820	2
2880	5859	2
2880	7000	3
2880	7296	3
2880	8229	2
2880	8616	3
2880	8807	5
2880	9342	3
2880	9658	3
2880	10591	2
2880	10993	2
2880	12182	3
2880	12388	9
2880	12524	4
2890	3219	10
2890	3479	4
2890	4044	2
2890	4739	3
2890	4836	10
2890	5739	1
2890	8937	10
2890	10473	1
2890	10591	6
2891	3329	2
2891	5838	1
2891	6529	1
2891	7952	1
2891	8071	1
2891	9625	1
2891	9655	1
2891	10624	2
2891	12390	2
2913	3149	3
2913	7863	1
2913	10740	1
2929	4091	2
2929	6575	1
2929	6579	3
2929	6584	1
2963	13953	1
2988	3119	2
2991	6049	2
2991	13424	2
2996	3676	1
2996	4981	1
2996	5424	1
2996	6472	1
2996	7181	1
3024	5165	1
3024	8257	1
3034	13665	1
3040	7376	2
3075	3456	1
3075	3498	1
3075	4530	1
3075	9462	1
3099	4593	1
3099	4831	1
3099	7766	3
3149	7863	1
3149	10740	1
3219	3479	4
3219	4044	2
3219	4739	1
3219	4836	7
3219	8937	9
3219	10591	4
3223	3379	1
3223	4120	2
3223	4593	3
3223	9602	1
3223	12095	1
3223	12281	3
3246	3379	1
3246	4120	1
3246	4831	5
3246	6626	1
3246	8857	1
3246	9302	1
3246	9602	1
3246	11075	3
3246	12208	1
3246	12281	2
3289	4989	1
3289	6245	1
3289	7603	1
3289	12877	1
3329	5838	2
3329	7210	1
3329	10624	2
3329	12390	4
3339	4839	1
3339	5579	2
3339	5627	2
3339	6584	2
3339	7052	2
3339	7712	2
3339	12507	2
3369	3854	3
3369	4303	3
3369	5340	3
3369	8696	3
3369	12075	3
3377	3786	1
3377	4560	1
3377	4708	2
3377	6602	6
3377	7927	1
3377	8713	1
3377	9612	7
3377	11738	4
3379	4120	1
3379	4593	1
3379	4831	4
3379	8857	1
3379	9302	1
3379	9602	2
3379	11075	1
3379	12095	2
3379	12281	1
3418	6529	1
3426	10790	1
3456	3493	1
3456	4559	2
3456	8058	1
3456	11251	1
3456	12088	1
3456	13075	4
3462	8058	1
3462	10642	1
3462	10719	2
3478	3575	3
3478	5134	3
3478	6042	3
3478	12109	3
3478	13968	3
3479	4044	1
3479	4836	4
3479	8937	4
3479	10591	1
3485	10163	4
3485	10164	2
3493	11251	3
3498	4934	2
3498	7922	3
3498	9462	2
3498	10055	2
3498	11738	1
3520	6895	3
3520	11628	3
3520	12334	3
3520	13827	1
3533	10996	2
3533	12388	1
3533	13716	2
3535	7130	2
3559	7376	1
3564	3657	1
3564	5859	2
3564	7000	1
3564	8229	1
3564	8807	3
3564	9658	1
3564	12388	2
3564	12524	1
3571	5122	3
3571	7542	3
3571	13087	3
3575	4060	7
3575	5134	4
3575	5218	1
3575	5263	5
3575	5529	2
3575	6042	4
3575	6594	4
3575	7508	1
3575	7637	1
3575	7980	1
3575	8050	4
3575	10294	2
3575	12109	3
3575	12531	3
3575	13968	4
3590	4829	3
3590	8704	3
3595	3754	1
3595	7762	1
3595	11048	2
3595	12982	1
3595	13499	1
3595	13521	1
3601	3854	3
3601	4303	1
3601	5340	1
3601	6599	3
3601	8696	1
3601	12075	1
3657	4683	3
3657	7000	3
3657	7296	1
3657	8229	1
3657	8807	2
3657	9658	3
3657	12182	1
3657	12388	3
3657	12524	4
3676	4560	1
3676	4790	3
3676	5511	1
3676	5534	3
3676	5870	1
3676	6472	6
3676	7181	4
3707	10808	2
3707	11221	3
3708	9342	2
3708	12388	1
3713	4382	1
3713	11113	1
3713	12628	1
3715	5075	3
3715	6200	1
3715	6575	2
3715	7130	4
3715	7768	3
3715	12068	3
3720	8632	2
3720	10545	3
3720	12177	3
3754	9930	1
3754	12982	6
3754	13521	1
3780	4783	3
3780	6036	2
3780	8817	3
3780	11048	1
3780	13499	1
3781	7103	4
3786	8713	3
3786	11302	2
3822	4836	1
3822	5739	1
3822	6602	2
3822	11738	2
3854	4303	4
3854	5340	3
3854	6599	3
3854	8696	4
3854	12075	4
3883	5424	1
3883	13112	1
3922	5820	1
3922	6661	2
3922	8616	1
3922	13194	2
3945	10457	3
3981	4765	2
3994	7210	4
3994	9352	4
3994	11128	3
4015	6568	1
4015	7190	1
4015	8050	1
4015	11196	1
4015	12531	1
4044	4367	2
4044	4836	8
4044	5739	2
4044	8937	2
4044	8951	2
4044	10591	4
4044	12095	1
4059	4839	1
4059	10524	1
4060	5263	3
4060	5529	1
4060	6594	3
4060	8050	1
4060	12531	1
4090	4838	1
4090	5406	3
4090	6290	1
4091	4839	1
4091	6575	1
4091	6579	2
4091	6584	1
4091	6970	1
4091	7385	1
4091	11155	1
4096	4379	1
4096	4839	1
4096	7643	4
4096	11155	1
4099	13101	1
4120	4593	2
4120	4831	4
4120	7753	2
4120	8857	2
4120	9302	1
4120	9602	1
4120	11075	1
4120	12281	3
4126	5360	4
4126	10993	3
4131	4838	1
4131	6450	1
4203	12637	5
4296	5165	5
4296	8009	4
4296	8257	4
4303	4836	1
4303	5340	3
4303	6599	1
4303	8696	4
4303	9824	1
4303	11215	1
4303	12075	4
4316	12393	1
4321	6441	3
4321	8538	2
4360	7606	2
4360	9733	1
4360	13477	1
4364	5463	1
4364	6529	1
4364	7952	3
4364	9543	2
4364	10353	1
4364	13197	1
4367	4836	1
4367	5739	1
4367	8951	2
4367	10591	1
4379	4560	2
4379	4836	2
4379	4839	4
4379	7643	1
4379	10076	1
4379	10394	4
4379	10458	2
4379	10591	3
4379	11155	1
4379	12860	1
4379	12998	2
4382	5382	3
4382	10391	3
4382	11113	2
4382	12628	5
4489	5165	3
4489	7026	3
4530	9534	2
4559	8058	1
4560	4708	1
4560	4836	2
4560	4839	2
4560	5323	1
4560	6472	1
4560	6602	1
4560	7115	1
4560	8538	1
4560	8597	1
4560	9612	1
4560	10233	1
4560	10396	1
4560	10489	1
4560	10591	2
4560	11738	1
4560	12637	1
4560	12881	1
4560	13031	1
4560	13387	1
4582	5809	3
4582	9354	2
4582	13301	3
4593	7766	1
4593	9602	1
4593	11075	1
4593	12095	1
4593	12281	3
4683	7000	2
4683	8807	1
4683	9658	2
4683	12388	1
4683	12524	3
4708	6602	3
4708	9612	2
4708	11215	1
4708	11738	2
4739	4836	1
4739	8937	2
4739	10591	2
4744	6200	1
4744	11039	1
4783	6036	2
4783	8817	3
4790	5534	3
4790	6472	3
4790	7181	3
4790	11197	1
4793	5839	1
4828	9092	1
4828	12956	1
4828	13001	2
4829	8704	3
4831	4900	3
4831	6626	1
4831	7751	5
4831	7753	3
4831	7766	4
4831	8857	12
4831	9302	4
4831	9602	3
4831	10391	1
4831	11075	6
4831	12095	2
4831	12208	1
4831	12281	3
4836	4839	3
4836	5739	5
4836	5924	3
4836	6432	2
4836	8937	8
4836	8951	1
4836	9019	3
4836	9824	1
4836	10591	14
4836	11215	1
4836	13101	2
4838	5406	1
4839	5122	2
4839	5579	1
4839	5627	3
4839	5859	3
4839	6290	1
4839	6575	2
4839	6584	2
4839	6710	1
4839	6970	14
4839	7052	1
4839	7385	7
4839	7643	1
4839	7712	1
4839	7754	2
4839	8004	2
4839	8632	1
4839	9816	2
4839	10394	1
4839	10524	5
4839	10591	5
4839	11155	2
4839	11920	2
4839	12507	1
4839	12731	2
4900	7751	2
4900	8857	2
4900	11075	1
4909	5911	1
4934	7922	2
4934	10055	4
4934	11589	2
4934	11738	1
4981	5424	1
4981	8630	3
4981	9849	4
4989	6287	3
4989	6971	1
4989	7727	1
4989	12877	1
5075	7768	3
5118	6231	3
5118	6290	3
5118	12111	1
5118	12933	1
5118	13543	1
5122	7542	4
5122	7754	2
5122	9816	3
5122	11920	3
5122	12956	1
5122	13087	5
5134	6042	5
5134	8360	1
5134	10618	1
5134	12109	3
5134	13968	4
5165	7026	3
5165	8009	4
5165	8257	5
5165	11271	1
5218	7637	1
5218	8050	4
5218	10294	3
5263	6594	1
5323	8538	1
5323	8597	3
5323	10233	1
5323	13031	1
5323	13387	3
5326	9358	5
5326	10790	2
5326	10889	1
5326	12348	1
5326	12877	5
5340	8696	3
5340	12075	3
5360	10993	3
5376	13395	1
5382	10391	2
5382	12628	3
5406	6290	1
5450	5809	2
5450	6343	2
5463	6529	5
5463	7952	5
5463	9543	1
5463	9625	2
5463	10353	3
5463	10386	1
5463	10809	1
5463	13197	1
5468	5561	2
5468	6119	2
5468	6349	2
5468	9761	1
5468	12571	2
5468	13030	2
5468	13191	1
5468	13424	1
5511	5850	1
5511	5870	1
5511	6174	1
5511	6472	1
5511	10914	1
5511	11648	1
5511	13112	2
5511	13124	1
5517	11196	1
5517	12531	2
5529	8050	2
5529	12531	1
5534	6472	3
5534	7181	3
5561	6119	3
5561	6349	3
5561	7947	1
5561	8208	1
5561	12571	3
5561	13030	4
5579	5627	2
5579	6584	2
5579	7052	2
5579	7712	2
5579	12507	4
5595	8508	2
5595	12594	3
5595	13827	2
5627	6575	1
5627	6584	3
5627	7052	2
5627	7712	2
5627	12507	2
5627	12731	1
5739	10591	3
5809	6343	2
5809	7603	1
5809	9354	1
5809	13301	2
5811	6382	4
5811	6839	2
5811	12801	5
5820	8616	2
5820	9342	1
5838	10624	2
5838	12390	3
5839	8229	1
5850	10914	3
5850	13112	1
5859	6575	1
5859	8229	1
5859	8632	2
5859	8807	2
5859	10524	1
5859	12388	1
5870	6472	1
5870	10246	1
5911	12881	2
5924	9019	1
5924	13101	1
5953	9272	1
5953	11155	1
5976	7603	2
5976	9733	1
6015	10740	1
6015	11985	3
6036	8817	2
6042	8360	2
6042	10618	2
6042	12109	3
6042	13968	4
6049	13424	2
6111	6269	4
6111	8443	2
6116	7724	1
6116	8023	3
6119	6349	2
6119	8208	1
6119	12571	3
6119	13030	3
6174	11648	3
6174	13124	3
6216	11075	2
6216	13372	2
6225	6970	1
6225	10489	1
6225	13117	1
6231	6290	2
6231	12933	1
6245	7989	1
6245	10305	1
6245	13301	1
6269	8443	2
6287	6971	1
6287	7727	1
6290	6970	1
6290	7385	1
6299	7130	1
6349	7947	1
6349	12571	2
6349	13030	3
6369	10330	3
6382	6839	1
6382	7376	1
6382	12801	4
6432	10591	3
6432	13395	1
6441	8538	2
6450	9870	1
6472	7181	4
6514	12877	1
6529	7727	2
6529	7952	7
6529	8071	1
6529	9543	4
6529	9625	4
6529	9655	2
6529	10164	1
6529	10353	5
6529	10386	1
6529	10809	2
6529	13197	2
6568	7227	1
6568	12877	1
6570	7508	1
6570	7637	1
6570	8050	3
6570	8649	2
6570	10294	2
6570	12531	3
6575	6579	1
6575	8632	1
6575	12068	2
6579	6584	1
6584	7052	2
6584	7712	2
6584	12507	2
6584	12731	1
6599	8696	1
6599	9826	1
6599	12075	1
6602	7724	1
6602	7922	1
6602	9612	6
6602	11215	1
6602	11738	10
6626	12208	4
6661	13194	3
6710	6970	1
6710	7385	1
6710	10524	1
6710	12214	3
6839	12801	2
6895	11628	3
6895	12334	4
6895	13827	2
6924	8256	3
6924	8497	4
6924	11276	4
6924	12013	3
6970	7277	1
6970	7284	2
6970	7385	9
6970	8004	3
6970	8738	2
6970	9608	1
6970	10524	5
6970	10591	1
6970	10777	1
6970	11155	2
6970	12731	1
6971	7727	1
6971	7762	1
6971	10790	2
6971	10889	1
6971	12877	1
7000	8807	2
7000	9658	2
7000	12388	2
7000	12524	3
7052	7712	3
7052	12507	2
7190	8050	1
7190	8311	1
7190	11196	1
7190	12393	1
7190	12531	1
7209	11316	2
7209	13290	2
7210	9352	4
7210	11128	3
7210	12390	1
7227	11465	2
7227	12348	2
7227	12709	1
7227	12877	3
7227	12980	5
7277	7284	3
7277	8738	3
7277	9608	3
7277	10777	3
7284	8738	5
7284	9608	4
7284	10777	4
7296	12182	3
7296	12388	2
7376	11985	1
7385	8004	1
7385	10524	5
7385	10591	1
7385	11155	2
7385	12731	1
7508	7637	3
7508	8050	3
7508	8649	1
7508	10294	2
7508	12531	2
7542	13087	4
7603	9733	1
7637	8050	6
7637	8649	3
7637	10294	2
7637	12531	2
7643	10394	1
7643	10591	1
7671	11525	3
7671	13074	1
7712	12507	2
7724	8023	1
7751	8857	3
7751	11075	2
7751	12095	1
7753	8857	1
7754	9816	3
7754	11920	2
7762	10790	1
7762	11048	4
7762	13499	1
7766	8857	1
7766	9302	2
7857	13405	1
7863	10740	1
7922	10055	2
7922	11738	1
7925	8041	5
7925	11355	2
7925	12157	3
7925	12632	1
7925	13031	3
7927	9612	1
7927	11738	1
7947	13030	1
7952	8071	1
7952	9543	6
7952	9625	5
7952	9655	3
7952	10164	1
7952	10353	5
7952	10386	3
7952	10809	2
7952	13197	2
7980	9035	1
7989	10305	2
7989	11762	2
7989	12792	2
7989	13301	1
7995	8050	1
8004	10524	2
8004	11155	1
8009	8257	3
8009	9086	2
8009	9103	1
8009	11075	1
8041	11355	2
8041	11444	3
8041	12157	3
8041	12632	3
8041	13031	4
8050	8649	4
8050	10294	7
8050	11196	1
8050	12531	6
8058	9432	1
8071	9625	2
8071	9655	1
8098	8802	3
8098	10457	3
8208	12571	1
8208	13030	1
8229	8807	1
8229	12388	1
8256	8497	3
8256	11276	3
8256	12013	2
8360	10618	2
8383	8631	2
8383	9226	1
8383	9761	1
8497	11276	4
8497	12013	3
8508	10808	1
8508	12334	1
8508	12594	2
8508	13730	1
8508	13827	3
8538	8597	1
8538	10179	1
8538	10233	1
8538	13031	1
8538	13122	1
8538	13387	1
8597	10233	1
8597	13031	1
8597	13387	2
8616	9342	1
8616	12388	1
8630	9849	2
8631	9226	2
8632	10524	1
8632	10545	2
8632	12177	3
8649	10294	2
8649	12531	2
8664	10472	2
8664	11147	2
8664	13395	1
8696	12075	4
8713	11302	2
8738	9608	4
8738	10777	4
8802	10457	3
8807	9658	1
8807	10591	1
8807	12388	4
8807	12524	2
8808	9671	1
8857	9602	1
8857	11075	1
8857	12281	2
8937	10591	5
9019	13101	2
9086	9103	1
9086	11075	1
9092	12956	2
9103	10526	4
9103	11208	3
9104	10526	3
9104	11208	1
9272	11155	1
9272	11871	6
9272	13006	1
9302	9602	1
9302	11075	1
9308	9869	1
9308	11302	1
9317	10246	2
9342	12388	1
9352	11128	3
9354	11375	1
9354	13301	3
9358	10790	2
9358	10889	1
9358	12877	3
9384	12052	2
9473	9562	3
9473	11271	1
9473	13385	4
9543	9625	1
9543	9655	1
9543	10164	1
9543	10353	3
9543	10386	1
9543	10809	3
9543	13197	2
9550	9872	1
9550	11229	1
9562	13385	1
9567	12956	2
9567	13665	4
9602	11075	2
9602	12095	1
9602	12281	1
9608	10777	4
9612	11738	4
9625	9655	3
9625	10164	1
9625	10353	3
9625	10386	1
9625	13197	1
9655	10164	1
9655	10353	2
9655	13197	1
9658	12388	1
9658	12524	3
9685	11075	3
9733	10862	3
9733	13477	1
9761	13191	1
9816	11920	3
9816	12956	1
9824	11215	1
9826	10457	1
9872	11229	3
9872	12559	1
9930	12982	1
10055	11589	2
10055	11738	1
10076	10458	1
10076	12998	1
10076	13074	2
10163	10164	2
10164	10353	1
10179	13122	1
10233	13031	1
10233	13387	1
10263	11375	2
10294	12531	3
10305	13301	1
10310	10642	1
10310	12994	1
10353	10386	1
10353	10809	1
10353	13197	4
10386	10809	1
10391	12628	3
10394	10591	1
10396	11251	1
10396	12088	1
10396	12100	2
10458	12998	3
10472	11147	3
10472	13395	1
10473	13182	1
10489	13117	1
10524	11155	1
10526	11208	4
10545	12177	3
10591	11215	1
10591	12388	1
10591	12731	2
10591	13395	1
10624	12390	4
10642	12994	2
10740	11985	2
10790	10889	3
10790	11986	1
10790	12877	5
10808	11221	5
10808	13730	3
10809	13197	1
10889	11986	1
10889	12877	3
10914	13112	1
10996	12388	1
10996	13716	3
11039	13691	2
11048	13499	2
11075	12281	1
11075	13372	2
11113	12628	2
11147	13395	1
11196	12531	4
11197	11981	2
11197	13362	2
11215	11738	1
11221	13730	3
11229	12559	1
11271	13385	1
11276	12013	3
11309	12388	1
11316	13290	3
11355	12632	1
11355	13031	2
11375	13301	1
11444	12632	3
11444	13031	2
11465	12348	1
11465	12980	2
11525	13074	1
11628	12334	3
11628	13827	1
11648	13124	3
11650	12933	2
11762	12792	3
11871	13006	1
11920	12956	1
11981	13362	2
11986	12877	1
11986	12980	1
12088	12100	1
12088	13075	1
12095	12281	1
12109	13968	3
12157	12632	1
12157	13031	1
12182	12388	2
12334	13827	3
12348	12877	4
12348	12980	1
12388	12524	2
12388	12933	1
12388	13716	1
12559	13372	1
12571	13030	3
12594	13827	2
12709	12877	3
12709	12980	2
12877	12980	3
12956	13665	2
12982	13521	1
13031	13387	1
