id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
3478	eleftheria kalaitzaki	1.0257	0.4286	12	6	18	3	224	2.4639	2010.3333	74.6667	0.8213
3479	elena heber	-0.6671	0.089	3	8	20	4	98	9.3684	2017.5	24.5	2.3421
3485	eleni dafli	0.7119	0.3006	8	2	6	4	46	1.5163	2014.75	11.5	0.3791
3493	elia gabarron	-0.3047	-0.3921	4	3	6	3	35	2.7783	2015.6667	11.6667	0.9261
3498	elin borosund	-0.5729	-0.4209	19	8	17	6	85	4.2778	2016.6667	14.1667	0.713
3520	elisabeth moller	1.3781	0.6893	22	4	10	3	69	1.5879	2013	23	0.5293
3533	eliseo j perezstable	0.2563	0.0522	2	4	7	3	55	1.1516	2012.6667	18.3333	0.3839
3535	elissa r weitzman	-0.2392	-0.1796	7	1	2	3	150	1.5888	2012.3333	50	0.5296
3559	elizabeth j lyons	0.8303	-0.398	20	1	1	4	426	9.4852	2009.75	106.5	2.3713
3564	elizabeth l gray	0.0435	-0.0046	2	10	16	3	2	3.3724	2019	0.6667	1.1241
3571	elizabeth m scott	-0.2084	0.3804	17	3	9	3	11	2.95	2018.3333	3.6667	0.9833
3575	elizabeth murray	1.05	0.3274	12	22	62	20	1043	24.2484	2011.35	52.15	1.2124
3590	elke d ter huurne	-0.7969	-0.5038	13	2	6	3	135	2.0916	2012	45	0.6972
3595	ellen burke beckjord	0.9187	-0.2415	1	7	10	3	762	10.3939	2011.3333	254	3.4646
3601	ellen m a smets	-0.9356	-0.0709	18	6	10	4	25	1.0509	2017.25	6.25	0.2627
3657	emily gardiner lattie	0.0798	-0.0231	2	14	33	7	102	12.7938	2018.1429	14.5714	1.8277
3676	emily seto	0.2599	-0.453	10	9	23	6	302	5.5161	2013.8333	50.3333	0.9194
3707	enid dorey	1.3162	0.515	22	2	5	3	396	5.7584	2010.3333	132	1.9195
3708	enid montague	0.1095	-0.069	2	3	5	3	198	5.6067	2013	66	1.8689
3713	enny das	-0.9411	0.1332	25	3	3	5	79	2.5869	2015.8	15.8	0.5174
3715	enrico coiera	-0.2296	-0.2454	7	9	31	15	292	9.9823	2014.0667	19.4667	0.6655
3720	enrique bacagarcia	-0.1218	-0.0034	2	3	8	3	85	8.7303	2017.6667	28.3333	2.9101
3754	eric w ford	0.9224	-0.2085	1	5	11	6	91	10.7458	2016.5	15.1667	1.791
3780	erik m augustson	0.9687	-0.3286	1	5	10	5	252	5.5366	2013	50.4	1.1073
3781	erik mayer	0.8835	0.0916	11	2	8	4	10	0.8202	2018	2.5	0.2051
3786	erik taal	-0.7533	-0.3882	13	5	11	4	352	4.8513	2010.75	88	1.2128
3822	ernst thomas bohlmeijer	-0.6938	-0.0985	13	5	7	3	145	3.5518	2013.3333	48.3333	1.1839
3854	eugene loos	-0.9175	-0.0791	18	7	24	6	27	1.1736	2016.3333	4.5	0.1956
3883	eva grunfeld	0.2849	-0.3638	10	2	2	3	15	1.3596	2017.6667	5	0.4532
3922	evette j ludman	0.0828	-0.1359	2	5	7	3	65	0.9748	2013	21.6667	0.3249
3945	fabia rothenfluh	-1.0282	-0.1018	18	1	3	3	28	2.8379	2017	9.3333	0.946
3981	farah ahmad	-0.3705	-0.2889	23	1	2	3	194	1.8606	2008	64.6667	0.6202
3994	fedde scheele	0.7537	0.501	8	3	11	4	9	6.6678	2018.75	2.25	1.6669
4015	felix greaves	0.9282	0.103	11	8	11	5	300	14.3419	2013.8	60	2.8684
4044	filip smit	-0.7034	0.1046	3	16	38	12	499	11.2318	2013.6667	41.5833	0.936
4059	fiona shand	-0.4572	0.0905	9	6	6	3	16	4.2909	2018.3333	5.3333	1.4303
4060	fiona stevenson	1.1102	0.3414	12	9	21	8	211	6.2798	2012.125	26.375	0.785
4090	frances griffiths	-0.8012	-0.2384	14	3	5	5	525	7.3478	2013	105	1.4696
4091	frances kaylambkin	-0.3304	-0.0739	7	11	16	5	306	5.3632	2012.4	61.2	1.0726
4096	frances p thorndike	-0.4613	0.0411	21	5	8	5	127	2.7494	2011.2	25.4	0.5499
4099	frances s mair	-0.5327	-0.0686	3	1	1	3	106	5.6979	2016	35.3333	1.8993
4120	francine schneider	-0.9289	0.4421	5	14	24	6	216	5.0894	2013	36	0.8482
4126	francisco diezcanseco	0.1679	-0.1031	2	3	9	4	14	6.5906	2018.5	3.5	1.6477
4131	francisco lupianezvillanueva	-0.8299	-0.2615	14	2	2	3	54	2.2661	2015.6667	18	0.7554
4203	g eysenbach	-0.4204	-0.3412	23	1	5	8	23	1.1633	1999.5	2.875	0.1454
4296	geert crombez	-1.188	0.6854	6	4	16	5	22	1.9958	2017.8	4.4	0.3992
4303	geke romijn	-0.8494	-0.0813	18	10	23	5	10	2.2383	2016.6	2	0.4477
4316	genevieve f dunton	1.0382	0.1294	11	1	1	5	62	5.6647	2017	12.4	1.1329
4321	genevieve rouleau	-0.2434	-0.5037	4	2	5	3	27	1.9984	2017	9	0.6661
4331	george d papandonatos	0.6451	0.0646	1	2	4	3	72	1.5794	2011.6667	24	0.5265
4360	gerald j jerome	0.5907	0.0063	1	3	4	3	114	3.408	2013.3333	38	1.136
4364	gerard dunleavy	0.7539	0.2335	8	8	12	4	26	43.8418	2019	6.5	10.9605
4367	gerard m schippers	-0.7171	0.0613	3	5	7	3	163	2.1409	2010	54.3333	0.7136
4379	gerhard andersson	-0.5142	0.0022	21	15	29	14	709	11.5868	2012.2143	50.6429	0.8276
4382	gerjo kok	-0.9229	0.1388	25	5	14	9	93	3.519	2015.5556	10.3333	0.391
4489	greet cardon	-1.1392	0.7041	6	3	9	3	76	2.851	2014.3333	25.3333	0.9503
4530	gro k rosvold berntsen	-0.5558	-0.5142	19	4	6	4	97	2.2488	2014.5	24.25	0.5622
4559	gunnar hartvigsen	-0.3687	-0.5372	4	2	3	4	344	13.4479	2015.25	86	3.362
4560	gunther eysenbach	-0.3158	-0.3243	23	25	31	45	6660	122.3593	2005.0667	148	2.7191
4582	gwen l alexander	0.7066	-0.0652	15	3	8	4	370	4.2147	2008.25	92.5	1.0537
4593	h de vries	-0.9285	0.4037	5	10	15	5	191	3.4779	2012	38.2	0.6956
4683	hannah l palac	0.0358	-0.0535	2	9	17	3	67	8.0259	2017.6667	22.3333	2.6753
4708	hans cornelis ossebaard	-0.6253	-0.2412	13	6	11	3	877	14.2815	2011.3333	292.3333	4.7605
4739	harald baumeister	-0.61	0.0774	3	5	9	3	63	8.5045	2016.3333	21	2.8348
4744	hardeep singh	-0.1667	-0.2688	7	2	2	3	91	2.2182	2013.3333	30.3333	0.7394
4765	harvey a skinner	-0.3623	-0.2834	23	2	4	8	1402	15.1696	2005.625	175.25	1.8962
4783	heather colelewis	0.9847	-0.3363	1	3	8	4	91	3.4906	2015.75	22.75	0.8727
4790	heather j ross	0.2922	-0.4919	10	6	16	4	289	4.983	2009.75	72.25	1.2458
4793	heather l stuckey	0.2556	-0.0486	2	2	3	3	34	2.3678	2014.6667	11.3333	0.7893
4828	heiko spallek	-0.2104	0.4811	17	4	5	4	95	1.6763	2011.25	23.75	0.4191
4829	hein a de haan	-0.786	-0.5079	13	2	6	3	135	2.0916	2012	45	0.6972
4831	hein de vries	-0.9207	0.3736	5	26	88	29	618	19.3374	2014.7241	21.3103	0.6668
4836	heleen riper	-0.6444	0.0038	3	30	99	32	1196	51.608	2014.7812	37.375	1.6128
4838	helen atherton	-0.8188	-0.2504	14	3	3	3	134	4.5074	2015.3333	44.6667	1.5025
4839	helen christensen	-0.3594	0.0595	9	40	99	31	2811	53.8259	2011.2258	90.6774	1.7363
4862	helen w sullivan	0.9579	-0.2637	1	1	1	3	37	0.593	2014.6667	12.3333	0.1977
4900	henricuspaul cremers	-0.9497	0.3435	5	5	10	3	37	1.193	2014.3333	12.3333	0.3977
4909	henry w w potts	-0.361	-0.3699	23	1	1	4	192	2.3586	2010.25	48	0.5897
